Name,In-game Description,Parsed Description
"Precise Mechanism Draco Control Seal","2x HP for Water Att., 30x ATK with 10+ combos;
adds 3 combos with 7+ linked Fire & Water Orbs each","+3 combo when matching 7+ connected Fire & Water orbs.
All Attribute cards ATK x30 when reaching 10 combos or above.
Water Attribute cards HP x2."
"Time Shot Draco Summoning Seal","^ff3600^[7x6 board]^p, 2x HP & ATK for Wood & Dark Att.;
4x ATK when Dark & Wood attack at once","Change the board to 7x6 size. Wood & Dark Attribute cards HP x2, ATK x2.
All Attribute cards ATK x4 when reaching 2 Dark combos."
"Time Shot Draco Summoning Seal","^ff3600^[7x6 board]^p, 2x HP & ATK for Wood & Dark Att.;
4x ATK when Dark & Wood attack at once","Change the board to 7x6 size. Wood & Dark Attribute cards HP x2, ATK x2.
All Attribute cards ATK x4 when reaching 2 Dark combos."
"Spirit of the Strategical God","4x ATK & reduces damage with 6+ linked Water Orbs;
4x ATK for Water Att. when skills used","ATK x4, reduce damage taken by 25% when matching 6+ Water orbs.
Water Attribute cards ATK x4 on the turn a skill is used. (Multiple skills will not stack)."
"Spirit of the Rebellious God","3x ATK & reduces damage with 2+ Dark combos;
4x ATK & reduces damage with 6+ linked Dark Orbs","All Attribute cards ATK x3, 25% all damage reduction when attacking with 2 Dark & Dark combos at the same time.
ATK x4, reduce damage taken by 25% when matching 6+ Dark orbs."
"Spirit of the Burning God","1.5x to all stats for Fire Att., 3x ATK when HP is full;
4.5x ATK when 4+ Att. (3+Heal) attack at once","Fire Attribute cards HP x1.5, ATK x1.5, RCV x1.5.
All Attribute cards ATK x3 when HP full.
All Attribute cards ATK x4.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart."
"Spirit of the Sacred Life Goddess","1.5x to all stats for Light Att., 3x ATK when HP is full;
5.5x ATK when 5+ Att. (4+Heal) attack at once","Light Attribute cards HP x1.5, ATK x1.5, RCV x1.5.
All Attribute cards ATK x3 when HP full.
All Attribute cards ATK x5.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart."
"Devoted Draco Protection Seal","2x HP & ATK when all sub-monsters are non-collab Dragon
Callers or Dragonbounds; 9x ATK when 3+ Att. attack","HP x2, ATK x2, RCV 1 when all subs are from undefined Collab.
All Attribute cards ATK x9 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark."
"Worry not. I will not judge you...","4x ATK & reduces damage when HP is 50% or more;
3.5x ATK with an L shape of 5 Light or Dark Orbs","All Attribute cards ATK x4, reduce damage taken by 35% when HP 50% or more.
All Attribute cards cards ATK x3.5 when matching Light or Dark orbs in a L formation."
"Tremble before the greatest fear!","2x HP & ATK for Devil Type, Orb move time +2 seconds;
7x ATK when 4+ Att. attack at once","Devil Type cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x7 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark."
"The Fourteen Mythoi","4x ATK for Light Att., reduces damage when HP is 80%
or more; 4x ATK & reduces damage with 6+ combos","Light Attribute cards ATK x4.
All Attribute cards reduce damage taken by 25% when HP 80% or more.
All Attribute cards ATK x4, 25% all damage reduction when reaching 6 combos."
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"Gem","A special Evo Material you can
obtain through [Monster Exchange]","A special Evo Material you can
obtain through [Monster Exchange]"
"心をもったアンドロイド","光属性の攻撃力と回復力が2倍。ドロップ操作を2秒延長。
HP50％以上でダメージを軽減、攻撃力が6倍。","Light Attribute cards ATK x2, RCV x2. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x6, reduce damage taken by 35% when HP 50% or more."
"愛の戦士","光属性のHPと攻撃力が2倍。6コンボ以上で攻撃力が7倍。
回復ドロップで2万以上回復すると、覚醒無効状態を5ターン回復。","Light Attribute cards HP x2, ATK x2.
All Attribute cards ATK x7 when reaching 6 combos or above.
All Attribute cards  when recovering 20,000+ HP with Heal orbs."
"無し","","No Leader Skill"
"医者は患者をなおすだけが商売だ","回復タイプの全パラメータが1.5倍。ドロップ操作を2秒延長。
4コンボ以上で攻撃力が上昇、最大8倍。","Healer Type cards HP x1.5, ATK x1.5, RCV x1.5. Increases time limit of orb movement by 2 seconds.
ATK x4 at 4 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x8 at 8 combos."
"医者はなんのためにあるんだ","闇属性のHPと攻撃力が1.5倍。スキル使用時、攻撃力が6倍。
回復ドロップで5万以上回復するとダメージを軽減、攻撃力が2倍。","Dark Attribute cards HP x1.5, ATK x1.5.
Fire, Water, Wood, Light & Dark Attribute cards ATK x6 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards ATK x2, reduce damage taken by 25% when recovering 50,000+ HP with Heal orbs."
"無し","","No Leader Skill"
"誰でも一生のうち一回は地上最強ってのを夢みる","攻撃タイプのHPと攻撃力が2倍。4コンボ以上で攻撃力が4倍。
ドロップを消した時、攻撃力×100倍の追い打ち。","Attacker Type cards HP x2, ATK x2.
All Attribute cards ATK x4 when reaching 4 combos or above.
Deal ATK x100 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"これ…最後の技です……………","4色以上同時攻撃でダメージを半減。
3コンボ以上で攻撃力が上昇、最大20倍。","All Attribute cards reduce damage taken by 50% when attacking with 4 of Fire, Water, Wood, Light & Dark orb types at the same time.
ATK x6 at 3 combos. ATK multiplier increases by 2 for each additional combo, up to ATK x20 at 10 combos."
"無し","","No Leader Skill"
"うまい料理を喰らうが如く…………だ","闇属性の攻撃力が5倍。ドロップ操作を2秒延長。
5コンボ以上でダメージを軽減、攻撃力が3倍。","Dark Attribute cards ATK x5. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x3, 25% all damage reduction when reaching 5 combos."
"闘争とは力の解放だ","悪魔タイプのHPが2倍。4コンボ以上で攻撃力が上昇、最大15倍。
闇を9個以上つなげて消すと、攻撃力が1.5倍。","Devil Type cards HP x2.
ATK x7 at 4 combos. ATK multiplier increases by 2 for each additional combo, up to ATK x15 at 8 combos.
All Attribute cards ATK x1.5 and +0 combo when matching 9+ connected Dark orbs."
"無し","","No Leader Skill"
"ボクは信じてペダルを回す","木属性のHPと攻撃力が2倍。ドロップ操作を2秒延長。
木の2コンボで攻撃力が4倍、3コンボ以上で7倍。","Wood Attribute cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x4 when reaching 2 Wood combos. Attack multiplier increases by 3 for each additional combo, up to ATK x7 when reaching 3 Wood combos."
"ヒメなのだ!!","木属性のHPが2倍、攻撃力は3倍。スキル使用時、攻撃力が1.5倍。
木を6個以上つなげて消すと攻撃力が4倍、固定5万ダメージ。","Wood Attribute cards HP x2, ATK x3.
ATK x4 when simultaneously clearing 6 connected Wood orbs.
50,000 damage to all enemies, ignore enemy element and defense when simultaneously clearing 6+ Wood orbs at the same time.
Fire, Water, Wood, Light & Dark Attribute cards ATK x1.5 on the turn a skill is used. (Multiple skills will not stack)."
"無し","","No Leader Skill"
"一緒に生きていくコトなら―出来るよ","水属性の攻撃力と回復力が2.5倍。ドロップ操作を2秒延長。
水を5個以上つなげて消すとダメージを軽減、攻撃力が6倍。","Water Attribute cards ATK x2.5, RCV x2.5. Increases time limit of orb movement by 2 seconds.
ATK x6, reduce damage taken by 25% when matching 5+ Water orbs."
"ボクは海賊スイートマドンナだ！","水属性の攻撃力が4倍。6コンボ以上でダメージを半減。
水を6個以上つなげて消すと攻撃力が4倍、固定5万ダメージ。","Water Attribute cards ATK x4.
All Attribute cards ATK x1, 50% all damage reduction when reaching 6 combos.
All Attribute cards ATK x4 when simultaneously clearing 6 connected Water orbs.
50,000 damage to all enemies, ignore enemy element and defense when simultaneously clearing 6+ Water orbs at the same time."
"無し","","No Leader Skill"
"私が人類を懲らしめる!!海を守るために!!","水属性のHPが1.5倍。スキル使用時、攻撃力が4倍。
ドロップを5個以上つなげて消すとダメージを軽減、攻撃力が4倍。","Water Attribute cards HP x1.5.
Fire, Water, Wood, Light & Dark Attribute cards ATK x4 on the turn a skill is used. (Multiple skills will not stack).
ATK x4, reduce damage taken by 25% when matching 5+ Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs."
"私の海を汚すなでゲソ!!","^ff3600^【7×6マス】^p水属性のHPが1.5倍。HP80％以下で攻撃力が5倍。
水を5個以上つなげて消すと、攻撃力が2倍。","Change the board to 7x6 size. Water Attribute cards HP x1.5.
All Attribute cards ATK x5 when HP 80% or less.
All Attribute cards ATK x2 when simultaneously clearing 5 connected Water orbs."
"キサマは中国武術を嘗めたッッッ","^ff3600^【7×6マス】^pドロップ操作を5秒延長。
水を7個以上つなげて消すと、攻撃力が7倍。","Change the board to 7x6 size.
All Attribute cards ATK x7 when simultaneously clearing 7 connected Water orbs.
Increases time limit of orb movement by 5 seconds."
"こちとら喧嘩師いつだってたぎってる","攻撃タイプのHPが2倍、攻撃力は4倍。
4コンボ以上で攻撃力が2倍。","Attacker Type cards HP x2, ATK x4.
All Attribute cards ATK x2 when reaching 4 combos or above."
"派手に生きんとオモんない!!","HP50％以下で、攻撃力が5倍。
火の2コンボ以上でダメージを軽減、攻撃力が2倍。","All Attribute cards ATK x5 when HP 50% or less.
All Attribute cards ATK x2, 25% all damage reduction when attacking with 2 Fire & Fire combos at the same time."
"あなたは速いわ!!","木を4個以上つなげて消すと攻撃力が上昇、最大10倍。
回復ドロップで1万以上回復すると、覚醒無効状態を2ターン回復。","All Attribute cards ATK x2 when simultaneously clearing 4 connected Wood orbs. ATK x2 for each additional connected orb, up to ATK x10 at 8 connected orbs.
All Attribute cards  when recovering 10,000+ HP with Heal orbs."
"海賊は奪い合い殺し合いが本業！","火属性の攻撃力が6倍、水属性のHPが1.5倍。
火と水を同時に6個以上つなげて消すと、1コンボ加算。","Fire Attribute cards ATK x6. Water Attribute cards HP x1.5.
+1 combo when matching 6+ connected Fire & Water orbs."
"俺の相棒は赤城直巳だけだ","攻撃タイプの攻撃力と回復力が2.5倍。
ドロップを5個以上つなげて消すと、攻撃力が4倍。","Attacker Type cards ATK x2.5, RCV x2.5.
All Attribute cards ATK x4 when simultaneously clearing 5 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison or Mortal Poison orbs."
"この右腕一本で十分だぜ","攻撃タイプのHPと攻撃力が2倍。
光の5個L字消しで、攻撃力が4.5倍。","Attacker Type cards HP x2, ATK x2.
All Attribute cards cards ATK x4.5 when matching Light orbs in a L formation."
"欲しいもんのためには全てを捨てる!!","HP50％以下でダメージを軽減、攻撃力が6倍。
闇属性のHPが1.5倍、攻撃力は2倍。","Fire, Water, Wood, Light & Dark Attribute cards ATK x6, reduce damage taken by 25% when HP is 50% or less%.
Dark Attribute cards HP x1.5, ATK x2."
"無し","","No Leader Skill"
"どーやら俺の出番らしいな","木属性のHPが2倍。ドロップ操作を4秒延長。
水か木の5個十字消し1個につき攻撃力が3倍。","Wood Attribute cards HP x2. Increases time limit of orb movement by 4 seconds.
ATK x3 for clearing each Water or Wood orbs in a cross formation."
"これが三戦てんだよ","攻撃タイプの攻撃力が5倍、回復力は2倍。
回復の5個十字消しでダメージを半減。","Attacker Type cards ATK x5, RCV x2.
reduce damage taken by 50% after matching Heal orbs in a cross formation."
"空手家が空手使ってどこがワルいンでェ","HP80％以上で攻撃力が4倍、79％以下で2倍。
6コンボ以上で攻撃力が3.5倍。","All Attribute cards ATK x4 when HP 80% or more. All Attribute cards ATK x2 when HP 79% or less.
All Attribute cards ATK x3.5 when reaching 6 combos or above."
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"無し","","No Leader Skill"
"Beginning of the End","4x ATK for Water Att., 3x RCV for Fire Att.; 3x ATK
& adds 1 combo when Fire & Water attack at once","Water Attribute cards ATK x4. Fire Attribute cards RCV x3.
All Attribute cards ATK x3 and +1 combo when attacking with 2 of Fire & Water orbs at the same time."
"Beginning of the End","4x ATK for Water Att., 3x RCV for Fire Att.; 3x ATK
& adds 1 combo when Fire & Water attack at once","Water Attribute cards ATK x4. Fire Attribute cards RCV x3.
All Attribute cards ATK x3 and +1 combo when attacking with 2 of Fire & Water orbs at the same time."
"Gem","A special Evo Material you can
obtain through [Monster Exchange]","Light Attribute cards ."
"True Spirit of the Fortune Goddess","4x ATK for Wt Att., 4.5x ATK when skills used; halves 
dmg when recovering 50,000 HP or more with Heal Orbs","Water Attribute cards ATK x4.
Fire, Water, Wood, Light & Dark Attribute cards ATK x4.5 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards reduce damage taken by 50% when recovering 50,000+ HP with Heal orbs."
"Mechanical Bursting Star of Leo","2x HP & ATK for Fire Att., Orb move time +2 sec; 7x ATK
& reduces damage when Fire & Jammers attack at once","Fire Attribute cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x7, 25% all damage reduction when attacking with 2 Fire & Jammer combos at the same time."
"Mechanical Smashing Star of Cancer","2x HP & ATK for Water Att., Orb move time +2 sec; 7x ATK
& reduces damage when Water & Jammers attack at once","Water Attribute cards HP x2, ATK x2. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x7, 25% all damage reduction when attacking with 2 Water & Jammer combos at the same time."
"Secret Collaborative Plan","2x HP & 4x ATK for Wt & Fr Att., Orb move time +2 sec.;
4x ATK, 2x RCV & adds 1 combo when Water & Fire attack","Fire & Water Attribute cards HP x2, ATK x4. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x4, RCV x2 when reaching Fire & Water combos.
+1 combo when attacking with 2 of Fire & Water orbs at the same time."
"Welcome to the twinkling sandcastle","2x HP & 6x ATK for Water Att., Orb move time +2 sec;
3x ATK & adds 3 combos with 9+ linked Water Orbs","Water Attribute cards HP x2, ATK x6. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x3 and +3 combo when matching 9+ connected Water orbs."
"None","","No Leader Skill"
"Golden Apple of Passion","1.5x HP for Water Att., 5x ATK with 5+ combos;
3x ATK & reduces damage with 6+ linked Water Orbs","Water Attribute cards HP x1.5.
All Attribute cards ATK x5 when reaching 5 combos or above.
ATK x3, reduce damage taken by 25% when matching 6+ Water orbs."
"None","","No Leader Skill"
"Event Exchangeable Monster","You can exchange this monster for certain
monsters through [Monster Exchange]","You can exchange this monster for certain
monsters through [Monster Exchange]"
"Event Exchangeable Monster","You can exchange this monster for certain
monsters through [Monster Exchange]","You can exchange this monster for certain
monsters through [Monster Exchange]"
"Event Exchangeable Monster","You can exchange this monster for certain
monsters through [Monster Exchange]","You can exchange this monster for certain
monsters through [Monster Exchange]"
"Event Exchangeable Monster","You can exchange this monster for certain
monsters through [Monster Exchange]","You can exchange this monster for certain
monsters through [Monster Exchange]"
"ファイナル・タイムストップ・デュエル","光属性のHPと攻撃力が2倍。6コンボ以上で攻撃力が2倍。
光を6個以上つなげて消すと攻撃力が3.5倍、1コンボ加算。","Light Attribute cards HP x2, ATK x2.
All Attribute cards ATK x2 when reaching 6 combos or above.
All Attribute cards ATK x3.5 and +1 combo when matching 6+ connected Light orbs."
"蘇った侵略者","マシンタイプの全パラメータが2倍。ドロップ操作を2秒延長。
ドロップを4個以上つなげて消すと攻撃力が上昇、最大7倍。","Machine Type cards HP x2, ATK x2, RCV x2. Increases time limit of orb movement by 2 seconds.
ATK x3 when simultaneously clearing 4 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x7 at 8 connected orbs."
"不敗の流星","^ff3600^【落ちコンなし】^p火の5個L字消しで、攻撃力が5倍。
パズル後の残りドロップ数が6個以下で攻撃力が4倍。","No skyfall combos. ATK x4 when there are 6 or less orbs on the board after matching.
All Attribute cards cards ATK x5 when matching Fire orbs in a L formation."
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"一緒に練習しないか？","闇属性の攻撃力と回復力が2.5倍。ドロップ操作を2秒延長。
闇を4個以上つなげて消すと攻撃力が上昇、最大6倍。","Dark Attribute cards ATK x2.5, RCV x2.5. Increases time limit of orb movement by 2 seconds.
ATK x4 when simultaneously clearing 4 connected Dark orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x6 at 6 connected orbs."
"私は私の理想を追い求めるまで","^ff3600^【落ちコンなし】^pHP50％以下で攻撃力が5倍。
闇を6個以上つなげて消すと攻撃力が上昇、最大6倍。","No skyfall matches.
All Attribute cards ATK x5 when HP 50% or less.
ATK x4 when simultaneously clearing 6 connected Dark orbs. ATK multiplier increases by 0.5 for each additional orb, up to ATK x6 at 10 connected orbs."
"努力には努力をもって応える","光属性のHPと攻撃力が1.5倍。ドロップ操作を2秒延長。
光の5個L字消しで攻撃力が6倍、回復力は2倍。","Light Attribute cards HP x1.5, ATK x1.5. Increases time limit of orb movement by 2 seconds.
All Attribute cards cards ATK x6, RCV x2 when matching Light orbs in a L formation."
"もっと厳しいコースを攻めてくれ","光属性のHPと攻撃力が2倍。7コンボ以上で攻撃力が6倍。
光と回復を同時に5個以上つなげて消すと、2コンボ加算。","Light Attribute cards HP x2, ATK x2.
All Attribute cards ATK x6 when reaching 7 combos or above.
+2 combo when matching 5+ connected Light & Heart orbs."
"野球は乙女のたしなみです","水属性の攻撃力が4倍。ドロップ操作を3秒延長。
4色以上同時攻撃でダメージを軽減、攻撃力が4倍。","Water Attribute cards ATK x4. Increases time limit of orb movement by 3 seconds.
All Attribute cards ATK x4, reduce damage taken by 25% when attacking with 4 of Fire, Water, Wood, Light & Dark orb types at the same time."
"ボクにはボクの調整法があるんだよ","^ff3600^【7×6マス】^pチームのサブをパワプロコラボキャラのみで組むと、
HPと攻撃力が2倍。6コンボ以上で攻撃力が4倍。","None
HP x2, ATK x2, RCV 1 when all subs are from [object Object] Collab.
All Attribute cards ATK x4 when reaching 6 combos or above."
"I have transcended human existence!","2x to all stats for Fire Att., 5x ATK when skills used;
2x ATK & reduces damage with 3+ Fire combos","Fire Attribute cards HP x2, ATK x2, RCV x2.
Fire, Water, Wood, Light & Dark Attribute cards ATK x5 on the turn a skill is used. (Multiple skills will not stack).
All Attribute cards ATK x2, 25% all damage reduction when attacking with 3 Fire, Fire & Fire combos at the same time."
"I am the one who stands above all others!","6x ATK for Fire Att., 2x HP for Dark Att.;
3x ATK & reduces damage when HP is 50% or less","Fire Attribute cards ATK x6. Dark Attribute cards HP x2.
Fire, Water, Wood, Light & Dark Attribute cards ATK x3, reduce damage taken by 25% when HP is 50% or less%."
"Witness the might of the dragonkin!","2x HP for Dragon Type; 4x ATK with an L shape of 5 Water
Orbs; 4x ATK & adds 1 combo when 3+ Att. attack at once","Dragon Type cards HP x2.
All Attribute cards cards ATK x4 when matching Water orbs in a L formation.
All Attribute cards ATK x4 and +1 combo when attacking with 3 of Fire, Water, Wood, Light & Dark orbs at the same time."
"I'm going to end this once and for all.","3x ATK for Dragon Type; halves damage with 7+ combos;
4x ATK & adds 1 combo when Wt, Lt & Dk attack at once","Dragon Type cards ATK x3.
All Attribute cards ATK x1, 50% all damage reduction when reaching 7 combos.
All Attribute cards ATK x4 and +1 combo when attacking with 3 of Water, Light & Dark orbs at the same time."
"There's something only I can see.","2x HP & ATK for Dark Att.; Orb move time +3 seconds;
3.5x ATK for each cross of 5 Fire or Dark Orbs","Dark Attribute cards HP x2, ATK x2. Increases time limit of orb movement by 3 seconds.
ATK x3.5 for clearing each Fire or Dark orbs in a cross formation."
"Your defeat was foretold before we even began.","^ff3600^[No Skyfall Combos]^p, 4x ATK & halves dmg with 7+ combos;
4x ATK with 2 Dark combos, 5x ATK with 3+ combos","No skyfall matches.
All Attribute cards ATK x4, 50% all damage reduction when reaching 7 combos.
All Attribute cards ATK x4 when reaching 2 Dark combos. Attack multiplier increases by 1 for each additional combo, up to ATK x5 when reaching 3 Dark combos."
"I'm the pride of the grimalkin!","1.5x to all stats for Wd Att., Orb move time +2 seconds;
9x ATK & adds 1 combo with 6+ linked Wood Orbs","Wood Attribute cards HP x1.5, ATK x1.5, RCV x1.5. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x9 and +1 combo when matching 6+ connected Wood orbs."
"I'll finish you quick!","2x HP & ATK for Wood, 9x ATK when 4+ Att. attack; Awkn
Skill bind -5 turns when rcv +20,000 HP with Heal Orbs","Wood Attribute cards HP x2, ATK x2.
All Attribute cards ATK x9 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.
All Attribute cards  when recovering 20,000+ HP with Heal orbs."
"I smell treasure on you...","Boosts Egg drop rate a little when entering dungeons as
Leader (excl. Multiplayer Mode); 10x ATK with 9+ combos","Increase egg drop rate by 1.3x (excluding Multiplayer Mode).
All Attribute cards ATK x10 when reaching 9 combos or above."
"I knew it would come to this.","ATK increases with 4+ combos, up to 10x;
2x ATK & halves damage with 2+ Light combos","ATK x4 at 4 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x10 at 10 combos.
All Attribute cards ATK x2, 50% all damage reduction when attacking with 2 Light & Light combos at the same time."
"Sins of Envy","2x HP for Wd Att., 4x ATK with an L shape of 5 Wd Orbs;
4x ATK & inflicts 50,000 damage with 6+ linked Orbs","Wood Attribute cards HP x2.
All Attribute cards cards ATK x4 when matching Wood orbs in a L formation.
ATK x4 when simultaneously clearing 6 connected Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison & Mortal Poison orbs.
50,000 damage to all enemies, ignore enemy element and defense when simultaneously clearing 6+ Fire, Water, Wood, Light, Dark, Heart, Jammer, Poison or Mortal Poison orbs at the same time."
"I don't fraternize with weaklings","^ff3600^[7x6 board]^p, 4x ATK with 2 Light combos, 5x ATK
with 3+ combos; 2x ATK & reduces damage with 7+ combos","Change the board to 7x6 size.
All Attribute cards ATK x4 when reaching 2 Light combos. Attack multiplier increases by 1 for each additional combo, up to ATK x5 when reaching 3 Light combos.
All Attribute cards ATK x2, 25% all damage reduction when reaching 7 combos."
"Protective Goddess","3x ATK & reduces damage when HP is 50% or more;
3.5x ATK with an L shape of 5 Fire Orbs","All Attribute cards ATK x3, reduce damage taken by 35% when HP 50% or more.
All Attribute cards cards ATK x3.5 when matching Fire orbs in a L formation."
"Brilliant Sea Beast's Prowess","4x ATK & 2x RCV for Water Att.;
4x ATK & reduces damage with 2+ Jammer combos","Water Attribute cards ATK x4, RCV x2.
All Attribute cards ATK x4, 25% all damage reduction when attacking with 2 Jammer & Jammer combos at the same time."
"None","","No Leader Skill"
"Iceborne Wyvern","2x HP for Water Att., up to 22x ATK with 4+ combos;
reduces dmg when recovering 100,000+ HP with Heal Orbs","Water Attribute cards HP x2.
ATK x10 at 4 combos. ATK multiplier increases by 2 for each additional combo, up to ATK x22 at 10 combos.
All Attribute cards reduce damage taken by 35% when recovering 100,000+ HP with Heal orbs."
"Blazing Calamity","2x HP for Fire Att., 2x RCV for Water Att.; ATK
increases with 4+ linked Fire or Water Orbs, up to 18x","Fire Attribute cards HP x2. Water Attribute cards RCV x2.
All Attribute cards ATK x8 when simultaneously clearing 4 connected Fire or Water orbs. ATK x2 for each additional connected orb, up to ATK x18 at 9 connected orbs."
"Golden Fury","^ff3600^[7x6 board]^p, Orb move time +2 seconds;
ATK increases with 6+ combos, up to 18x","Change the board to 7x6 size.
Increases time limit of orb movement by 2 seconds.
ATK x2 at 6 combos. ATK multiplier increases by 2 for each additional combo, up to ATK x18 at 14 combos."
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"City of Gods' Spear Mastery","3x ATK for God Type, Orb move time +2 seconds;
5x ATK & halves dmg when Light & Heal attack at once","God Type cards ATK x3. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x5, 50% all damage reduction when attacking with 2 Light & Heart combos at the same time."
"None","",""
"Magic Dragon Tribe's Belief","4x ATK & RCV for Dragon & Devil Types;
4x ATK & reduces damage with 6+ combos","Dragon & Devil Type cards ATK x4, RCV x4.
All Attribute cards ATK x4, 25% all damage reduction when reaching 6 combos."
"アイスメイク","水属性の全パラメータが1.5倍。ドロップ操作を2秒延長。
水の2コンボで攻撃力が7倍、3コンボ以上で10倍。","Water Attribute cards HP x1.5, ATK x1.5, RCV x1.5. Increases time limit of orb movement by 2 seconds.
All Attribute cards ATK x7 when reaching 2 Water combos. Attack multiplier increases by 3 for each additional combo, up to ATK x10 when reaching 3 Water combos."
"氷魔剣","水属性のHPが2倍。3コンボ以上で攻撃力が上昇、最大6倍。
5属性いずれかの5個十字消し1個につき攻撃力が2.5倍。","Water Attribute cards HP x2.
ATK x4 at 3 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x6 at 5 combos.
ATK x2.5 for clearing each Fire, Water or Wood orbs in a cross formation.
ATK x2.5 for clearing each Light or Dark orbs in a cross formation."
"バックの皆さんよろしくお願いしやす!!","水属性の攻撃力が8倍。ドロップ操作を2秒延長。
水を6個以上つなげて消すとダメージを軽減、攻撃力が1.5倍。","Water Attribute cards ATK x8. Increases time limit of orb movement by 2 seconds.
ATK x1.5, reduce damage taken by 25% when matching 6+ Water orbs."
"俺は俺を全うする","^ff3600^【7×6マス】^p水属性の攻撃力と回復力が2倍。
7コンボ以上でダメージを軽減、攻撃力が4.5倍。","Change the board to 7x6 size. Water Attribute cards ATK x2, RCV x2.
All Attribute cards ATK x4.5, 25% all damage reduction when reaching 7 combos."
"大地の剛剣","木属性の回復力が3倍。ドロップ操作を2秒延長。
木を4個以上つなげて消すと攻撃力が上昇、最大30倍（30個）。","Wood Attribute cards RCV x3. Increases time limit of orb movement by 2 seconds.
ATK x4 when simultaneously clearing 4 connected Wood orbs. ATK multiplier increases by 1 for each additional orb, up to ATK x30 at 30 connected orbs."
"マグルガ","木属性の攻撃力が4倍、光属性のHPと回復力が1.5倍。
木を6個以上つなげて消すと、攻撃力が3倍。","Wood Attribute cards ATK x4. Light Attribute cards HP x1.5, RCV x1.5.
ATK x3 when simultaneously clearing 6 connected Wood orbs."
"雷帝の剣","5コンボ以上で攻撃力が4倍。ドロップ操作を3秒延長。
光の5個L字消しでダメージを軽減、攻撃力が4倍。","All Attribute cards ATK x4 when reaching 5 combos or above.
Increases time limit of orb movement by 3 seconds.
All Attribute cards cards ATK x4, reduce damage taken by 25% when matching Light orbs in a L formation."
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
"コラボ交換用モンスター","モンスター交換所で特定のモンスターと交換できる。","モンスター交換所で特定のモンスターと交換できる。"
